Issuer_Compass_Alias,Date,value
IGPA,2015-12-23 00:00:00,18047.66
IGPA,2015-12-22 00:00:00,17821.32
IGPA,2015-12-21 00:00:00,17782.74
IGPA,2015-12-18 00:00:00,17897.21
IGPA,2015-12-17 00:00:00,18048.73
IGPA,2015-12-16 00:00:00,17856.04
IGPA,2015-12-15 00:00:00,17648.21
IGPA,2015-12-14 00:00:00,17492.93
IGPA,2015-12-11 00:00:00,17493.78
IGPA,2015-12-10 00:00:00,17625.5
IGPA,2015-12-09 00:00:00,17601.99
IGPA,2015-12-07 00:00:00,17741.57
IGPA,2015-12-04 00:00:00,17843.7
IGPA,2015-12-03 00:00:00,17807.01
IGPA,2015-12-02 00:00:00,17808.59
IGPA,2015-12-01 00:00:00,17933.1
IGPA,2015-11-30 00:00:00,18027.32
IGPA,2015-11-27 00:00:00,18305.4
IGPA,2015-11-26 00:00:00,18462.28
IGPA,2015-11-25 00:00:00,18480.32
IGPA,2015-11-24 00:00:00,18545.77
IGPA,2015-11-23 00:00:00,18676.66
IGPA,2015-11-20 00:00:00,18842.27
IGPA,2015-11-19 00:00:00,18655.95
IGPA,2015-11-18 00:00:00,18496.56
IGPA,2015-11-17 00:00:00,18365.21
IGPA,2015-11-16 00:00:00,18475.02
IGPA,2015-11-13 00:00:00,18557.1
IGPA,2015-11-12 00:00:00,18592.82
IGPA,2015-11-11 00:00:00,18646.55
IGPA,2015-11-10 00:00:00,18664.32
IGPA,2015-11-09 00:00:00,18815.04
IGPA,2015-11-06 00:00:00,18895.08
IGPA,2015-11-05 00:00:00,18890.42
IGPA,2015-11-04 00:00:00,18973.28
IGPA,2015-11-03 00:00:00,19003.01
IGPA,2015-11-02 00:00:00,18853.94
IGPA,2015-10-30 00:00:00,18811.3
IGPA,2015-10-29 00:00:00,18798.41
IGPA,2015-10-28 00:00:00,18960.2
IGPA,2015-10-27 00:00:00,19008.06
IGPA,2015-10-26 00:00:00,19122.38
IGPA,2015-10-23 00:00:00,19064.24
IGPA,2015-10-22 00:00:00,18966.31
IGPA,2015-10-21 00:00:00,18800.26
IGPA,2015-10-20 00:00:00,18730.76
IGPA,2015-10-19 00:00:00,18692.75
IGPA,2015-10-16 00:00:00,18623.28
IGPA,2015-10-15 00:00:00,18666.02
IGPA,2015-10-14 00:00:00,18603.58
IGPA,2015-10-13 00:00:00,18703.76
IGPA,2015-10-09 00:00:00,18714.35
IGPA,2015-10-08 00:00:00,18601.88
IGPA,2015-10-07 00:00:00,18548.1
IGPA,2015-10-06 00:00:00,18480.44
IGPA,2015-10-05 00:00:00,18310.92
IGPA,2015-10-02 00:00:00,18077.66
IGPA,2015-10-01 00:00:00,18046.28
IGPA,2015-09-30 00:00:00,18056.21
IGPA,2015-09-29 00:00:00,17956.66
IGPA,2015-09-28 00:00:00,17939.27
IGPA,2015-09-25 00:00:00,18211.02
IGPA,2015-09-24 00:00:00,18266.27
IGPA,2015-09-23 00:00:00,18232.24
IGPA,2015-09-22 00:00:00,18346.26
IGPA,2015-09-21 00:00:00,18517.46
IGPA,2015-09-17 00:00:00,18538.51
IGPA,2015-09-16 00:00:00,18561.03
IGPA,2015-09-15 00:00:00,18419.29
IGPA,2015-09-14 00:00:00,18366.3
IGPA,2015-09-11 00:00:00,18315.16
IGPA,2015-09-10 00:00:00,18393.32
IGPA,2015-09-09 00:00:00,18265.63
IGPA,2015-09-08 00:00:00,18356.82
IGPA,2015-09-07 00:00:00,18432.22
IGPA,2015-09-04 00:00:00,18249.02
IGPA,2015-09-03 00:00:00,18725.87
IGPA,2015-09-02 00:00:00,18536.77
IGPA,2015-09-01 00:00:00,18507.66
IGPA,2015-08-31 00:00:00,18756.37
IGPA,2015-08-28 00:00:00,18546.02
IGPA,2015-08-27 00:00:00,18507.98
IGPA,2015-08-26 00:00:00,18013.79
IGPA,2015-08-25 00:00:00,17970.28
IGPA,2015-08-24 00:00:00,17725.56
IGPA,2015-08-21 00:00:00,18107.09
IGPA,2015-08-20 00:00:00,18402.25
IGPA,2015-08-19 00:00:00,18457.24
IGPA,2015-08-18 00:00:00,18433.57
IGPA,2015-08-17 00:00:00,18466.77
IGPA,2015-08-14 00:00:00,18513.95
IGPA,2015-08-13 00:00:00,18573.79
IGPA,2015-08-12 00:00:00,18640.1
IGPA,2015-08-11 00:00:00,18679.29
IGPA,2015-08-10 00:00:00,18813.77
IGPA,2015-08-07 00:00:00,18781.66
IGPA,2015-08-06 00:00:00,18793.72
IGPA,2015-08-05 00:00:00,18845.86
IGPA,2015-08-04 00:00:00,18751.52
IGPA,2015-08-03 00:00:00,18678.71
IGPA,2015-07-31 00:00:00,18833.52
IGPA,2015-07-30 00:00:00,18484.52
IGPA,2015-07-29 00:00:00,18368.63
IGPA,2015-07-28 00:00:00,18460.18
IGPA,2015-07-27 00:00:00,18495.43
IGPA,2015-07-24 00:00:00,18703.05
IGPA,2015-07-23 00:00:00,18825.98
IGPA,2015-07-22 00:00:00,18896.71
IGPA,2015-07-21 00:00:00,19037.53
IGPA,2015-07-20 00:00:00,19013.25
IGPA,2015-07-17 00:00:00,18957.65
IGPA,2015-07-15 00:00:00,18977.76
IGPA,2015-07-14 00:00:00,19033.32
IGPA,2015-07-13 00:00:00,18979.67
IGPA,2015-07-10 00:00:00,18891.62
IGPA,2015-07-09 00:00:00,18533.8
IGPA,2015-07-08 00:00:00,18369.68
IGPA,2015-07-07 00:00:00,18452.02
IGPA,2015-07-06 00:00:00,18546.62
IGPA,2015-07-03 00:00:00,18752.64
IGPA,2015-07-02 00:00:00,18808.31
IGPA,2015-07-01 00:00:00,18705.47
IGPA,2015-06-30 00:00:00,18977.93
IGPA,2015-06-26 00:00:00,18924.72
IGPA,2015-06-25 00:00:00,18836.75
IGPA,2015-06-24 00:00:00,19027.05
IGPA,2015-06-23 00:00:00,19101.55
IGPA,2015-06-22 00:00:00,19082.54
IGPA,2015-06-19 00:00:00,18965.16
IGPA,2015-06-18 00:00:00,19058.13
IGPA,2015-06-17 00:00:00,19238.35
IGPA,2015-06-16 00:00:00,19178.49
IGPA,2015-06-15 00:00:00,19130.7
IGPA,2015-06-12 00:00:00,19270.15
IGPA,2015-06-11 00:00:00,19314.99
IGPA,2015-06-10 00:00:00,19270.04
IGPA,2015-06-09 00:00:00,19063.76
IGPA,2015-06-08 00:00:00,19241.21
IGPA,2015-06-05 00:00:00,19328.08
IGPA,2015-06-04 00:00:00,19272.38
IGPA,2015-06-03 00:00:00,19449.37
IGPA,2015-06-02 00:00:00,19410.06
IGPA,2015-06-01 00:00:00,19492.02
IGPA,2015-05-29 00:00:00,19662.2
IGPA,2015-05-28 00:00:00,19610.17
IGPA,2015-05-27 00:00:00,19615.89
IGPA,2015-05-26 00:00:00,19531.53
IGPA,2015-05-25 00:00:00,19654.5
IGPA,2015-05-22 00:00:00,19718.56
IGPA,2015-05-20 00:00:00,19699.86
IGPA,2015-05-19 00:00:00,19800.16
IGPA,2015-05-18 00:00:00,19907.0
IGPA,2015-05-15 00:00:00,19936.17
IGPA,2015-05-14 00:00:00,19786.81
IGPA,2015-05-13 00:00:00,19872.74
IGPA,2015-05-12 00:00:00,19949.93
IGPA,2015-05-11 00:00:00,20071.05
IGPA,2015-05-08 00:00:00,19886.14
IGPA,2015-05-07 00:00:00,19895.73
IGPA,2015-05-06 00:00:00,19912.86
IGPA,2015-05-05 00:00:00,19813.01
IGPA,2015-05-04 00:00:00,19711.29
IGPA,2015-04-30 00:00:00,19625.34
IGPA,2015-04-29 00:00:00,19656.17
IGPA,2015-04-28 00:00:00,19807.41
IGPA,2015-04-27 00:00:00,19980.3
IGPA,2015-04-24 00:00:00,19748.94
IGPA,2015-04-23 00:00:00,19654.83
IGPA,2015-04-22 00:00:00,19573.77
IGPA,2015-04-21 00:00:00,19576.0
IGPA,2015-04-20 00:00:00,19528.1
IGPA,2015-04-17 00:00:00,19518.29
IGPA,2015-04-16 00:00:00,19733.38
IGPA,2015-04-15 00:00:00,19574.36
IGPA,2015-04-14 00:00:00,19523.28
IGPA,2015-04-13 00:00:00,19610.98
IGPA,2015-04-10 00:00:00,19592.46
IGPA,2015-04-09 00:00:00,19500.42
IGPA,2015-04-08 00:00:00,19397.98
IGPA,2015-04-07 00:00:00,19352.39
IGPA,2015-04-06 00:00:00,19351.1
IGPA,2015-04-02 00:00:00,19295.13
IGPA,2015-04-01 00:00:00,19183.71
IGPA,2015-03-31 00:00:00,19090.84
IGPA,2015-03-30 00:00:00,19074.78
IGPA,2015-03-27 00:00:00,18957.1
IGPA,2015-03-26 00:00:00,18892.41
IGPA,2015-03-25 00:00:00,19006.84
IGPA,2015-03-24 00:00:00,18984.5
IGPA,2015-03-23 00:00:00,18904.23
IGPA,2015-03-20 00:00:00,18937.08
IGPA,2015-03-19 00:00:00,18846.6
IGPA,2015-03-18 00:00:00,18862.47
IGPA,2015-03-17 00:00:00,18794.31
IGPA,2015-03-16 00:00:00,18721.12
IGPA,2015-03-13 00:00:00,18707.67
IGPA,2015-03-12 00:00:00,18905.65
IGPA,2015-03-11 00:00:00,18882.54
IGPA,2015-03-10 00:00:00,18903.91
IGPA,2015-03-09 00:00:00,18984.54
IGPA,2015-03-06 00:00:00,19163.92
IGPA,2015-03-05 00:00:00,19246.72
IGPA,2015-03-04 00:00:00,19284.26
IGPA,2015-03-03 00:00:00,19297.1
IGPA,2015-03-02 00:00:00,19188.3
IGPA,2015-02-27 00:00:00,19357.66
IGPA,2015-02-26 00:00:00,19384.26
IGPA,2015-02-25 00:00:00,19388.02
IGPA,2015-02-24 00:00:00,19400.97
IGPA,2015-02-23 00:00:00,19558.67
IGPA,2015-02-20 00:00:00,19430.81
IGPA,2015-02-19 00:00:00,19442.79
IGPA,2015-02-18 00:00:00,19412.39
IGPA,2015-02-17 00:00:00,19382.9
IGPA,2015-02-16 00:00:00,19411.0
IGPA,2015-02-13 00:00:00,19358.51
IGPA,2015-02-12 00:00:00,19273.8
IGPA,2015-02-11 00:00:00,19092.15
IGPA,2015-02-10 00:00:00,19032.84
IGPA,2015-02-09 00:00:00,19103.93
IGPA,2015-02-06 00:00:00,19216.59
IGPA,2015-02-05 00:00:00,19139.39
IGPA,2015-02-04 00:00:00,19084.36
IGPA,2015-02-03 00:00:00,19073.79
IGPA,2015-02-02 00:00:00,18855.57
IGPA,2015-01-30 00:00:00,18761.3
IGPA,2015-01-29 00:00:00,18773.42
IGPA,2015-01-28 00:00:00,18813.73
IGPA,2015-01-27 00:00:00,18848.11
IGPA,2015-01-26 00:00:00,18792.91
IGPA,2015-01-23 00:00:00,18893.45
IGPA,2015-01-22 00:00:00,18918.99
IGPA,2015-01-21 00:00:00,18683.25
IGPA,2015-01-20 00:00:00,18451.62
IGPA,2015-01-19 00:00:00,18393.84
IGPA,2015-01-16 00:00:00,18378.88
IGPA,2015-01-15 00:00:00,18378.2
IGPA,2015-01-14 00:00:00,18459.09
IGPA,2015-01-13 00:00:00,18609.56
IGPA,2015-01-12 00:00:00,18589.94
IGPA,2015-01-09 00:00:00,18608.54
IGPA,2015-01-08 00:00:00,18618.86
IGPA,2015-01-07 00:00:00,18573.89
IGPA,2015-01-06 00:00:00,18561.36
IGPA,2015-01-05 00:00:00,18655.48
IGPA,2015-01-02 00:00:00,18870.2
IGPA,2014-12-30 00:00:00,18870.41
IGPA,2014-12-29 00:00:00,18878.19
IGPA,2014-12-26 00:00:00,18727.92
IGPA,2014-12-24 00:00:00,18699.09
IGPA,2014-12-23 00:00:00,18733.64
IGPA,2014-12-22 00:00:00,18642.49
IGPA,2014-12-19 00:00:00,18692.54
IGPA,2014-12-18 00:00:00,18697.24
IGPA,2014-12-17 00:00:00,18542.98
IGPA,2014-12-16 00:00:00,18443.86
IGPA,2014-12-15 00:00:00,18463.32
IGPA,2014-12-12 00:00:00,18674.67
IGPA,2014-12-11 00:00:00,18786.95
IGPA,2014-12-10 00:00:00,18926.66
IGPA,2014-12-09 00:00:00,19136.71
IGPA,2014-12-05 00:00:00,19357.98
IGPA,2014-12-04 00:00:00,19238.75
IGPA,2014-12-03 00:00:00,19260.94
IGPA,2014-12-02 00:00:00,19286.07
IGPA,2014-12-01 00:00:00,19320.04
IGPA,2014-11-28 00:00:00,19457.82
IGPA,2014-11-27 00:00:00,19406.83
IGPA,2014-11-26 00:00:00,19326.63
IGPA,2014-11-25 00:00:00,19381.71
IGPA,2014-11-24 00:00:00,19368.24
IGPA,2014-11-21 00:00:00,19422.44
IGPA,2014-11-20 00:00:00,19351.96
IGPA,2014-11-19 00:00:00,19340.35
IGPA,2014-11-18 00:00:00,19166.89
IGPA,2014-11-17 00:00:00,19122.0
IGPA,2014-11-14 00:00:00,19109.2
IGPA,2014-11-13 00:00:00,19155.0
IGPA,2014-11-12 00:00:00,19123.08
IGPA,2014-11-11 00:00:00,18990.89
IGPA,2014-11-10 00:00:00,18987.15
IGPA,2014-11-07 00:00:00,18986.4
IGPA,2014-11-06 00:00:00,18992.12
IGPA,2014-11-05 00:00:00,19087.37
IGPA,2014-11-04 00:00:00,19056.79
IGPA,2014-11-03 00:00:00,19050.7
IGPA,2014-10-30 00:00:00,18842.72
IGPA,2014-10-29 00:00:00,18676.53
IGPA,2014-10-28 00:00:00,18643.1
IGPA,2014-10-27 00:00:00,18643.22
IGPA,2014-10-24 00:00:00,18763.56
IGPA,2014-10-23 00:00:00,18773.51
IGPA,2014-10-22 00:00:00,18744.94
IGPA,2014-10-21 00:00:00,18689.76
IGPA,2014-10-20 00:00:00,18526.69
IGPA,2014-10-17 00:00:00,18510.78
IGPA,2014-10-16 00:00:00,18570.97
IGPA,2014-10-15 00:00:00,18655.02
IGPA,2014-10-14 00:00:00,18882.66
IGPA,2014-10-13 00:00:00,18937.44
IGPA,2014-10-10 00:00:00,18811.48
IGPA,2014-10-09 00:00:00,19029.95
IGPA,2014-10-08 00:00:00,19137.54
IGPA,2014-10-07 00:00:00,19214.01
IGPA,2014-10-06 00:00:00,19280.93
IGPA,2014-10-03 00:00:00,19168.92
IGPA,2014-10-02 00:00:00,18941.82
IGPA,2014-10-01 00:00:00,18997.25
IGPA,2014-09-30 00:00:00,19250.93
IGPA,2014-09-29 00:00:00,19239.96
IGPA,2014-09-26 00:00:00,19336.98
IGPA,2014-09-25 00:00:00,19340.73
IGPA,2014-09-24 00:00:00,19335.49
IGPA,2014-09-23 00:00:00,19294.26
IGPA,2014-09-22 00:00:00,19439.43
IGPA,2014-09-17 00:00:00,19552.93
IGPA,2014-09-16 00:00:00,19409.86
IGPA,2014-09-15 00:00:00,19304.15
IGPA,2014-09-12 00:00:00,19391.95
IGPA,2014-09-11 00:00:00,19537.89
IGPA,2014-09-10 00:00:00,19708.77
IGPA,2014-09-09 00:00:00,19690.44
IGPA,2014-09-08 00:00:00,19673.92
IGPA,2014-09-05 00:00:00,19723.56
IGPA,2014-09-04 00:00:00,19788.66
IGPA,2014-09-03 00:00:00,19813.98
IGPA,2014-09-02 00:00:00,19651.92
IGPA,2014-09-01 00:00:00,19475.49
IGPA,2014-08-29 00:00:00,19422.77
IGPA,2014-08-28 00:00:00,19293.28
IGPA,2014-08-27 00:00:00,19334.22
IGPA,2014-08-26 00:00:00,19231.6
IGPA,2014-08-25 00:00:00,19221.19
IGPA,2014-08-22 00:00:00,19234.94
IGPA,2014-08-21 00:00:00,19316.89
IGPA,2014-08-20 00:00:00,19349.69
IGPA,2014-08-19 00:00:00,19229.36
IGPA,2014-08-18 00:00:00,19239.52
IGPA,2014-08-14 00:00:00,19242.79
IGPA,2014-08-13 00:00:00,19225.81
IGPA,2014-08-12 00:00:00,19117.7
IGPA,2014-08-11 00:00:00,19136.76
IGPA,2014-08-08 00:00:00,19009.78
IGPA,2014-08-07 00:00:00,19054.26
IGPA,2014-08-06 00:00:00,19133.17
IGPA,2014-08-05 00:00:00,19200.74
IGPA,2014-08-04 00:00:00,19178.07
IGPA,2014-08-01 00:00:00,19059.82
IGPA,2014-07-31 00:00:00,18945.82
IGPA,2014-07-30 00:00:00,19069.72
IGPA,2014-07-29 00:00:00,19099.77
IGPA,2014-07-28 00:00:00,19100.28
IGPA,2014-07-25 00:00:00,19104.06
IGPA,2014-07-24 00:00:00,19147.91
IGPA,2014-07-23 00:00:00,19117.4
IGPA,2014-07-22 00:00:00,19150.51
IGPA,2014-07-21 00:00:00,19178.32
IGPA,2014-07-18 00:00:00,19209.92
IGPA,2014-07-17 00:00:00,19208.83
IGPA,2014-07-15 00:00:00,19285.47
IGPA,2014-07-14 00:00:00,19292.55
IGPA,2014-07-11 00:00:00,19317.54
IGPA,2014-07-10 00:00:00,19266.89
IGPA,2014-07-09 00:00:00,19305.81
IGPA,2014-07-08 00:00:00,19071.2
IGPA,2014-07-07 00:00:00,18905.03
IGPA,2014-07-04 00:00:00,18925.47
IGPA,2014-07-03 00:00:00,18948.5
IGPA,2014-07-02 00:00:00,18940.93
IGPA,2014-07-01 00:00:00,18874.57
IGPA,2014-06-30 00:00:00,18899.87
IGPA,2014-06-27 00:00:00,18899.54
IGPA,2014-06-26 00:00:00,18954.0
IGPA,2014-06-25 00:00:00,18990.43
IGPA,2014-06-24 00:00:00,19022.15
IGPA,2014-06-23 00:00:00,18936.82
IGPA,2014-06-20 00:00:00,18903.96
IGPA,2014-06-19 00:00:00,18983.32
IGPA,2014-06-18 00:00:00,18883.79
IGPA,2014-06-17 00:00:00,18727.13
IGPA,2014-06-16 00:00:00,18795.88
IGPA,2014-06-13 00:00:00,18886.37
IGPA,2014-06-12 00:00:00,19001.0
IGPA,2014-06-11 00:00:00,19069.96
IGPA,2014-06-10 00:00:00,19175.32
IGPA,2014-06-09 00:00:00,19103.09
IGPA,2014-06-06 00:00:00,19200.27
IGPA,2014-06-05 00:00:00,19215.62
IGPA,2014-06-04 00:00:00,19119.46
IGPA,2014-06-03 00:00:00,19114.2
IGPA,2014-06-02 00:00:00,19029.73
IGPA,2014-05-30 00:00:00,19103.01
IGPA,2014-05-29 00:00:00,19265.5
IGPA,2014-05-28 00:00:00,19205.72
IGPA,2014-05-27 00:00:00,19222.73
IGPA,2014-05-26 00:00:00,19337.15
IGPA,2014-05-23 00:00:00,19336.89
IGPA,2014-05-22 00:00:00,19201.3
IGPA,2014-05-20 00:00:00,19029.89
IGPA,2014-05-19 00:00:00,19254.22
IGPA,2014-05-16 00:00:00,19381.99
IGPA,2014-05-15 00:00:00,19295.3
IGPA,2014-05-14 00:00:00,19364.66
IGPA,2014-05-13 00:00:00,19341.37
IGPA,2014-05-12 00:00:00,19215.94
IGPA,2014-05-09 00:00:00,19151.74
IGPA,2014-05-08 00:00:00,19182.71
IGPA,2014-05-07 00:00:00,19160.52
IGPA,2014-05-06 00:00:00,19116.94
IGPA,2014-05-05 00:00:00,19175.13
IGPA,2014-05-02 00:00:00,19261.29
IGPA,2014-04-30 00:00:00,19186.66
IGPA,2014-04-29 00:00:00,18930.13
IGPA,2014-04-28 00:00:00,18788.64
IGPA,2014-04-25 00:00:00,18840.91
IGPA,2014-04-24 00:00:00,19024.06
IGPA,2014-04-23 00:00:00,19034.86
IGPA,2014-04-22 00:00:00,19049.52
IGPA,2014-04-21 00:00:00,19079.19
IGPA,2014-04-17 00:00:00,19101.01
IGPA,2014-04-16 00:00:00,19165.79
IGPA,2014-04-15 00:00:00,19010.29
IGPA,2014-04-14 00:00:00,19067.13
IGPA,2014-04-11 00:00:00,18936.36
IGPA,2014-04-10 00:00:00,18875.67
IGPA,2014-04-09 00:00:00,18913.92
IGPA,2014-04-08 00:00:00,18755.08
IGPA,2014-04-07 00:00:00,18574.33
IGPA,2014-04-04 00:00:00,18527.12
IGPA,2014-04-03 00:00:00,18628.12
IGPA,2014-04-02 00:00:00,18706.41
IGPA,2014-04-01 00:00:00,18633.51
IGPA,2014-03-31 00:00:00,18552.57
IGPA,2014-03-28 00:00:00,18496.74
IGPA,2014-03-27 00:00:00,18441.77
IGPA,2014-03-26 00:00:00,18284.4
IGPA,2014-03-25 00:00:00,18342.49
IGPA,2014-03-24 00:00:00,18148.88
IGPA,2014-03-21 00:00:00,18049.07
IGPA,2014-03-20 00:00:00,18091.78
IGPA,2014-03-19 00:00:00,18013.02
IGPA,2014-03-18 00:00:00,18149.52
IGPA,2014-03-17 00:00:00,17972.96
IGPA,2014-03-14 00:00:00,17891.01
IGPA,2014-03-13 00:00:00,17964.4
IGPA,2014-03-12 00:00:00,17951.71
IGPA,2014-03-11 00:00:00,18104.77
IGPA,2014-03-10 00:00:00,18074.15
IGPA,2014-03-07 00:00:00,18258.48
IGPA,2014-03-06 00:00:00,18399.37
IGPA,2014-03-05 00:00:00,18339.48
IGPA,2014-03-04 00:00:00,18279.35
IGPA,2014-03-03 00:00:00,18108.8
IGPA,2014-02-28 00:00:00,18342.81
IGPA,2014-02-27 00:00:00,18219.65
IGPA,2014-02-26 00:00:00,18141.97
IGPA,2014-02-25 00:00:00,17964.5
IGPA,2014-02-24 00:00:00,17996.71
IGPA,2014-02-21 00:00:00,17937.65
IGPA,2014-02-20 00:00:00,17976.21
IGPA,2014-02-19 00:00:00,17977.52
IGPA,2014-02-18 00:00:00,18007.2
IGPA,2014-02-17 00:00:00,18125.84
IGPA,2014-02-14 00:00:00,18102.4
IGPA,2014-02-13 00:00:00,17857.77
IGPA,2014-02-12 00:00:00,17850.24
IGPA,2014-02-11 00:00:00,17621.09
IGPA,2014-02-10 00:00:00,17411.83
IGPA,2014-02-07 00:00:00,17349.84
IGPA,2014-02-06 00:00:00,17174.7
IGPA,2014-02-05 00:00:00,17025.22
IGPA,2014-02-04 00:00:00,17007.98
IGPA,2014-02-03 00:00:00,16944.04
IGPA,2014-01-31 00:00:00,17123.06
IGPA,2014-01-30 00:00:00,16938.43
IGPA,2014-01-29 00:00:00,16937.63
IGPA,2014-01-28 00:00:00,17349.86
IGPA,2014-01-27 00:00:00,17493.58
IGPA,2014-01-24 00:00:00,17815.17
IGPA,2014-01-23 00:00:00,18131.49
IGPA,2014-01-22 00:00:00,18248.41
IGPA,2014-01-21 00:00:00,18170.5
IGPA,2014-01-20 00:00:00,18183.68
IGPA,2014-01-17 00:00:00,18266.88
IGPA,2014-01-16 00:00:00,18134.52
IGPA,2014-01-15 00:00:00,18041.88
IGPA,2014-01-14 00:00:00,17890.8
IGPA,2014-01-13 00:00:00,17907.77
IGPA,2014-01-10 00:00:00,17926.38
IGPA,2014-01-09 00:00:00,18028.1
IGPA,2014-01-08 00:00:00,18204.11
IGPA,2014-01-07 00:00:00,18132.02
IGPA,2014-01-06 00:00:00,18211.75
IGPA,2014-01-03 00:00:00,18233.22
IGPA,2014-01-02 00:00:00,18213.39
IGPA,2013-12-30 00:00:00,18227.05
IGPA,2013-12-27 00:00:00,18205.99
IGPA,2013-12-26 00:00:00,18035.22
IGPA,2013-12-24 00:00:00,18121.88
IGPA,2013-12-23 00:00:00,18121.52
IGPA,2013-12-20 00:00:00,18198.87
IGPA,2013-12-19 00:00:00,18110.79
IGPA,2013-12-18 00:00:00,18066.81
IGPA,2013-12-17 00:00:00,18082.41
IGPA,2013-12-16 00:00:00,18179.95
IGPA,2013-12-13 00:00:00,18071.66
IGPA,2013-12-12 00:00:00,18141.49
IGPA,2013-12-11 00:00:00,18248.29
IGPA,2013-12-10 00:00:00,18280.52
IGPA,2013-12-09 00:00:00,18271.4
IGPA,2013-12-06 00:00:00,18235.75
IGPA,2013-12-05 00:00:00,18340.22
IGPA,2013-12-04 00:00:00,18296.9
IGPA,2013-12-03 00:00:00,18347.63
IGPA,2013-12-02 00:00:00,18489.5
IGPA,2013-11-29 00:00:00,18599.86
IGPA,2013-11-28 00:00:00,18433.9
IGPA,2013-11-27 00:00:00,18306.92
IGPA,2013-11-26 00:00:00,18125.02
IGPA,2013-11-25 00:00:00,18336.47
IGPA,2013-11-22 00:00:00,18425.46
IGPA,2013-11-21 00:00:00,18363.38
IGPA,2013-11-20 00:00:00,18553.3
IGPA,2013-11-19 00:00:00,18710.81
IGPA,2013-11-18 00:00:00,18853.39
IGPA,2013-11-15 00:00:00,18703.04
IGPA,2013-11-14 00:00:00,18507.67
IGPA,2013-11-13 00:00:00,18438.65
IGPA,2013-11-12 00:00:00,18680.36
IGPA,2013-11-11 00:00:00,18676.21
IGPA,2013-11-08 00:00:00,18928.25
IGPA,2013-11-07 00:00:00,19167.88
IGPA,2013-11-06 00:00:00,19184.77
IGPA,2013-11-05 00:00:00,19262.73
IGPA,2013-11-04 00:00:00,19280.74
IGPA,2013-10-30 00:00:00,19242.04
IGPA,2013-10-29 00:00:00,19091.68
IGPA,2013-10-28 00:00:00,19125.46
IGPA,2013-10-25 00:00:00,19102.57
IGPA,2013-10-24 00:00:00,19210.94
IGPA,2013-10-23 00:00:00,19297.81
IGPA,2013-10-22 00:00:00,19163.01
IGPA,2013-10-21 00:00:00,19143.68
IGPA,2013-10-18 00:00:00,18961.66
IGPA,2013-10-17 00:00:00,18848.14
IGPA,2013-10-16 00:00:00,18994.36
IGPA,2013-10-15 00:00:00,18975.76
IGPA,2013-10-14 00:00:00,18939.92
IGPA,2013-10-11 00:00:00,18876.65
IGPA,2013-10-10 00:00:00,18804.09
IGPA,2013-10-09 00:00:00,18629.97
IGPA,2013-10-08 00:00:00,18763.6
IGPA,2013-10-07 00:00:00,18781.19
IGPA,2013-10-04 00:00:00,18876.06
IGPA,2013-10-03 00:00:00,18826.34
IGPA,2013-10-02 00:00:00,18811.35
IGPA,2013-10-01 00:00:00,18953.2
IGPA,2013-09-30 00:00:00,18833.77
IGPA,2013-09-27 00:00:00,19028.3
IGPA,2013-09-26 00:00:00,19123.64
IGPA,2013-09-25 00:00:00,19150.2
IGPA,2013-09-24 00:00:00,19211.5
IGPA,2013-09-23 00:00:00,19342.04
IGPA,2013-09-17 00:00:00,18809.58
IGPA,2013-09-16 00:00:00,18870.14
IGPA,2013-09-13 00:00:00,18676.73
IGPA,2013-09-12 00:00:00,18834.51
IGPA,2013-09-11 00:00:00,19127.63
IGPA,2013-09-10 00:00:00,19096.23
IGPA,2013-09-09 00:00:00,19094.86
IGPA,2013-09-06 00:00:00,18691.57
IGPA,2013-09-05 00:00:00,18283.98
IGPA,2013-09-04 00:00:00,17931.82
IGPA,2013-09-03 00:00:00,17928.16
IGPA,2013-09-02 00:00:00,18029.5
IGPA,2013-08-30 00:00:00,17993.73
IGPA,2013-08-29 00:00:00,17710.22
IGPA,2013-08-28 00:00:00,17653.44
IGPA,2013-08-27 00:00:00,17681.52
IGPA,2013-08-26 00:00:00,18075.55
IGPA,2013-08-23 00:00:00,18146.52
IGPA,2013-08-22 00:00:00,17974.42
IGPA,2013-08-21 00:00:00,17998.0
IGPA,2013-08-20 00:00:00,18270.94
IGPA,2013-08-19 00:00:00,18347.66
IGPA,2013-08-16 00:00:00,18427.93
IGPA,2013-08-14 00:00:00,18561.95
IGPA,2013-08-13 00:00:00,18640.03
IGPA,2013-08-12 00:00:00,18674.65
IGPA,2013-08-09 00:00:00,18639.66
IGPA,2013-08-08 00:00:00,18462.69
IGPA,2013-08-07 00:00:00,18178.29
IGPA,2013-08-06 00:00:00,18368.64
IGPA,2013-08-05 00:00:00,18634.55
IGPA,2013-08-02 00:00:00,18789.28
IGPA,2013-08-01 00:00:00,18832.11
IGPA,2013-07-31 00:00:00,18438.04
IGPA,2013-07-30 00:00:00,18518.15
IGPA,2013-07-29 00:00:00,18893.13
IGPA,2013-07-26 00:00:00,18923.47
IGPA,2013-07-25 00:00:00,19104.63
IGPA,2013-07-24 00:00:00,19193.85
IGPA,2013-07-23 00:00:00,19136.27
IGPA,2013-07-22 00:00:00,19141.03
IGPA,2013-07-19 00:00:00,19115.33
IGPA,2013-07-18 00:00:00,19337.21
IGPA,2013-07-17 00:00:00,19141.6
